Item_Identifier,Outlet_Identifier,Item_Outlet_Sales
FDT19,OUT010,882.8399392463098
DRF15,OUT017,2512.070960252865
DRI51,OUT013,2636.467727121678
NCX54,OUT013,1672.3012268531113
DRE01,OUT013,3751.8633993830244
NCB07,OUT045,2998.7039077265263
FDU50,OUT035,1891.774698082558
FDG40,OUT035,665.5331401823096
FDW10,OUT018,2503.800449751675
FDX51,OUT013,3157.730304591849
NCP17,OUT045,974.6937971922999
FDP21,OUT035,3144.28653826938
FDL04,OUT045,1581.1567147766723
FDV23,OUT013,1946.6223623118997
FDF24,OUT046,1440.3426829671905
FDH56,OUT027,3333.1796364137263
FDB51,OUT049,1014.0088499180774
FDI58,OUT027,3024.388273304734
FDR20,OUT013,860.3307845564482
FDC51,OUT018,1665.3305358673429
FDB16,OUT027,2770.3925831165025
FDE40,OUT049,995.3000369008774
NCM17,OUT035,829.9384975954363
FDU56,OUT035,3082.2542969138394
FDS32,OUT019,413.5973926310437
FDX02,OUT049,3523.6804903947304
FDT39,OUT027,3948.144901705061
FDE35,OUT017,1266.4914191804623
NCI42,OUT019,1413.8854031696908
DRL23,OUT046,1774.661418149856
FDA10,OUT046,1968.2464353994892
FDA11,OUT013,1608.0939009435594
NCM06,OUT046,2478.90543249488
NCT05,OUT035,4168.827928424955
NCQ02,OUT010,1066.2769207648284
NCY06,OUT049,2103.6850659696165
FDY56,OUT035,3706.0190571609246
FDL02,OUT035,1845.4575315007098
NCI06,OUT035,2910.51961521914
FDQ14,OUT045,2261.9685965322906
FDQ12,OUT017,3820.4800324032312
FDP36,OUT046,917.4053835412503
FDK21,OUT027,5434.248351847887
FDO40,OUT045,2275.1757910008882
NCK54,OUT019,-20.484744568681833
FDY09,OUT018,2547.349318965854
NCW30,OUT049,4174.425864614136
NCC55,OUT027,2062.249985452988
FDE58,OUT018,1607.9766215457278
FDR39,OUT013,2933.739305012732
FDU28,OUT049,3008.3838483516092
FDH08,OUT017,3819.2356863940404
FDG35,OUT045,2879.7582962845527
FDG22,OUT049,711.5825914053396
FDC34,OUT035,2595.364206678246
FDP15,OUT018,3746.762368323324
FDK34,OUT010,1912.9444300069672
FDU45,OUT035,2008.0287629801853
FDQ04,OUT027,2083.688259614213
FDX22,OUT018,3108.2567477345565
FDB45,OUT017,1863.4125213272125
NCH43,OUT027,4848.1941467693805
DRE60,OUT046,3517.5071769398182
FDD17,OUT027,5156.511378208513
NCM54,OUT017,2170.266182524063
NCH55,OUT013,2025.9023312334841
NCT06,OUT017,2765.2178157595654
FDA48,OUT027,4966.143267537596
FDY58,OUT027,5072.4107060231045
FDO25,OUT045,3329.269953040579
FDN50,OUT045,1573.4587520197497
FDH35,OUT035,2822.920825903565
FDK09,OUT045,3535.7186683203545
FDO16,OUT013,1346.9908296192168
FDW11,OUT045,975.6153998470351
FDU47,OUT027,3719.6295242794604
NCQ42,OUT010,139.40354818932548
FDK55,OUT027,2919.6407080249483
FDN08,OUT049,1984.4408067697527
FDT57,OUT045,3722.3770867115027
FDJ12,OUT018,3090.006266137314
DRL59,OUT017,1067.8683202570164
NCN53,OUT046,654.7440918332004
FDO51,OUT010,-1080.1967854580835
FDK56,OUT017,3158.5353823177174
FDY12,OUT035,1018.1060635499138
FDU15,OUT035,785.4400824618896
FDQ19,OUT046,3959.318906395145
DRF15,OUT045,2321.0345931846587
DRE25,OUT019,-472.4970804620714
FDK57,OUT018,1638.939475883815
FDD33,OUT010,1764.837218008338
FDR34,OUT027,5120.37125343004
FDU04,OUT045,1885.756180153409
FDE35,OUT019,-765.3988353939553
NCD31,OUT035,2678.334837885084
FDJ56,OUT035,1701.7287003585463
NCU53,OUT046,2663.168310513296
FDD39,OUT035,3411.4155638770108
NCU17,OUT019,-278.8629068848313
FDJ20,OUT046,2047.4866797239656
NCW41,OUT018,2215.4268627660244
FDL52,OUT035,768.2057262065406
FDS39,OUT035,2395.3060694264213
DRJ47,OUT045,2728.383507790353
FDP13,OUT010,-1158.0846960782374
DRK39,OUT010,-617.3365266910124
FDF28,OUT010,140.6834633362053
FDB09,OUT045,1976.8138834559188
FDM51,OUT046,1717.2988493461646
DRM49,OUT018,451.5938805836229
DRF23,OUT013,2821.583165245711
DRH01,OUT035,2783.973828569039
FDH12,OUT027,3198.586236413268
FDA28,OUT019,94.2326264107295
FDW37,OUT018,1204.518162708083
FDF02,OUT046,1745.8052536952753
DRL37,OUT046,732.6941433340073
NCF43,OUT046,2280.482310152853
FDH08,OUT010,1774.8626600606704
FDR34,OUT019,1782.6761105954038
NCK19,OUT049,3142.8471132399172
NCD55,OUT018,424.5130414604412
FDT27,OUT049,3803.4667358050137
FDQ57,OUT045,2320.397304904496
FDA47,OUT035,2737.9523527565098
DRG15,OUT027,2398.613405333588
FDE05,OUT018,2058.7710665429017
FDN46,OUT046,1685.6700161442857
FDX27,OUT027,2878.6168650258587
FDT51,OUT045,1791.211807413805
FDU33,OUT013,790.8108251047295
FDJ16,OUT027,2378.157161019297
FDD20,OUT019,98.45975273104705
FDT36,OUT049,659.8037000083791
DRF15,OUT027,3802.614937765211
FDN52,OUT010,-499.1123415979482
FDC22,OUT027,4495.718655914363
FDX15,OUT045,2476.324397631489
FDT13,OUT013,3045.642716886947
FDU04,OUT017,2104.8160377271433
FDU31,OUT019,1588.4063140568933
FDW59,OUT027,2832.062537111482
NCO29,OUT046,2667.0772247721407
FDL15,OUT035,2541.882540054665
FDI41,OUT049,2374.5864308712944
FDQ48,OUT049,1746.114093072417
DRI39,OUT013,838.6406316299754
FDI08,OUT013,4019.9749400767314
FDC21,OUT049,1893.706211934406
FDF58,OUT035,1157.2424118267818
FDS08,OUT010,973.432261494936
FDE47,OUT045,2031.5570223714337
NCP18,OUT019,504.6877730899844
NCR41,OUT013,1577.0512872601928
FDA27,OUT013,3975.259612887653
FDA43,OUT035,3203.8959053235512
FDA49,OUT045,1392.4853980386076
NCE55,OUT018,2547.969176029218
DRM49,OUT027,2180.004405739144
FDF22,OUT027,4847.835785420877
FDQ15,OUT018,1037.532429281555
NCS54,OUT017,2932.8551380005356
NCY05,OUT013,624.2223011671626
FDR45,OUT046,3849.935547523236
FDK57,OUT049,2012.7673626691378
FDF41,OUT010,1954.5413503464304
FDV21,OUT046,2087.700811647671
FDD51,OUT046,702.746021397598
FDF33,OUT046,2042.8133749829658
FDA38,OUT046,3751.3100324649104
FDR56,OUT045,3089.7776641408036
NCN41,OUT017,2100.3441171961667
FDC60,OUT027,2923.220967210579
FDB47,OUT045,3250.298867279056
DRH01,OUT013,2738.348766260041
FDW08,OUT046,1724.9082743883007
FDF38,OUT027,2213.184489409212
FDY32,OUT017,2766.0557843389815
FDG34,OUT049,1877.7535570731536
FDG47,OUT019,2307.189881876099
NCF18,OUT035,3063.066161054053
FDL39,OUT019,912.8212848987387
NCH55,OUT035,2091.754929263865
DRJ35,OUT049,1114.5760338569871
FDS44,OUT035,3899.007195390961
DRE01,OUT018,3452.835636706246
FDY39,OUT013,3002.963237596012
FDY32,OUT018,2303.463811657797
FDR33,OUT027,3256.3067447015756
NCP50,OUT049,1384.5085182765483
FDZ47,OUT018,1363.343069599815
FDU57,OUT049,2528.311422084059
FDY44,OUT013,3163.1204620540175
DRH59,OUT018,953.8220760673742
FDB03,OUT027,5158.130392055437
FDY46,OUT045,2916.1381052761817
FDM39,OUT045,2692.267241849868
FDY36,OUT035,1379.1125350002385
NCM55,OUT035,3014.4198681527832
FDJ50,OUT010,-929.8316447411928
DRL60,OUT013,2395.5870881162837
NCJ54,OUT049,3707.1229563243714
FDX59,OUT017,734.5111071003989
FDI07,OUT013,3237.530927327057
DRF51,OUT010,-1366.9654170436854
FDM14,OUT017,2000.4201091489106
FDP21,OUT045,2992.180500795068
FDE40,OUT035,1073.267723996277
FDE05,OUT035,2459.1709297816005
FDM13,OUT027,3605.7271335283376
FDC34,OUT027,3946.309099755512
NCI55,OUT018,1668.5861553823236
NCE43,OUT018,2359.934231125443
FDW58,OUT018,1461.4809611549995
FDG60,OUT045,3677.6052316956075
FDV31,OUT017,2979.542834224335
FDR47,OUT013,3049.374599280053
FDM60,OUT019,-1147.6675505849853
NCF06,OUT018,3794.1433713796723
NCN26,OUT027,3318.4818834621083
FDQ59,OUT049,1468.4956546875317
FDF09,OUT046,721.2689628708188
NCS06,OUT017,4342.371150954378
FDT44,OUT046,1936.9726119186712
FDI19,OUT017,4037.9824703092236
FDT22,OUT017,1151.6452992295149
NCF54,OUT027,4137.1178285802525
DRG25,OUT045,2874.4736895723654
FDB59,OUT017,3311.2324648189306
FDQ37,OUT017,3263.9539503619544
FDP56,OUT035,942.9987565136329
FDW44,OUT035,2904.70028287084
FDJ26,OUT010,1580.101617067373
FDU43,OUT018,3520.988536954015
FDW33,OUT045,1637.2415690942137
NCX53,OUT027,3735.837550852477
FDN56,OUT010,482.9299444321219
DRF15,OUT049,2409.2144635929144
FDO33,OUT017,2001.1261075744549
FDZ39,OUT010,-154.36660401288896
NCJ19,OUT017,1051.435859575962
FDU01,OUT035,3129.0392860322418
FDT12,OUT035,3728.217053336816
NCM18,OUT018,705.7888661979196
FDP19,OUT017,2214.2225835672944
NCR42,OUT049,619.4596533363685
FDN10,OUT046,1961.0796498791804
FDG44,OUT017,1096.1182526126404
FDQ10,OUT046,2786.690373453527
DRH13,OUT049,1741.832513995847
FDT52,OUT013,3891.719734428705
FDM56,OUT045,1742.6575758988404
NCO43,OUT010,-239.42028351348495
NCV29,OUT035,2926.5958742899857
NCF06,OUT013,4111.565094382493
FDO50,OUT035,1622.2450236040834
FDT59,OUT013,3633.8110165023545
FDX40,OUT027,2030.8743864897563
FDE50,OUT017,3215.212717765511
FDX51,OUT017,3355.8231690944904
NCD30,OUT018,1284.3301770631283
FDK15,OUT013,1638.2971897633092
FDL12,OUT045,999.0998879515411
FDK46,OUT017,4277.679694871599
DRH49,OUT010,-607.1633903852035
FDQ57,OUT046,2413.721248032161
FDY59,OUT017,1732.1034257028043
FDO09,OUT018,3867.188435142427
NCG30,OUT035,2065.193804190475
FDM09,OUT017,2884.630823431331
NCN17,OUT027,3065.450800199098
NCS42,OUT013,1442.3327707190772
FDD02,OUT019,22.473145669540372
FDE34,OUT013,2904.4397612518833
FDU38,OUT045,2913.489239307348
FDB33,OUT046,2582.941617833514
NCJ29,OUT017,1574.6518211239686
FDZ27,OUT035,850.1634747653638
FDI40,OUT013,1601.5166280819724
FDG22,OUT013,701.8949196237536
FDT51,OUT017,2016.48381086114
FDF20,OUT018,2902.118365653816
FDV50,OUT035,1952.8905780329426
FDT02,OUT049,615.5527162095461
DRC49,OUT017,2438.514642739824
FDF26,OUT049,2585.3827393835436
FDV52,OUT035,2016.4198617991462
FDX59,OUT049,651.8949574211636
FDV25,OUT035,3681.7677520543193
FDW23,OUT027,2134.425946996762
FDE53,OUT018,1438.2714863818323
FDA19,OUT017,2283.150878730108
FDH22,OUT046,2051.879257058621
NCO41,OUT013,1594.4397219945133
FDX12,OUT017,4051.291992680058
FDF17,OUT013,3118.983491256371
FDS11,OUT045,3481.0492971165077
FDR51,OUT035,2506.9424938487664
FDT49,OUT010,-174.52513700488453
FDC56,OUT013,1950.8474951886942
FDR13,OUT027,3414.749664258954
FDQ60,OUT035,2094.089984085732
FDN38,OUT049,4073.2358445216178
NCL29,OUT013,2497.240358789625
FDO13,OUT027,4091.445921818351
FDE26,OUT018,2065.0156224900884
FDA31,OUT010,857.5170085432408
FDX14,OUT035,1243.93868270299
FDA34,OUT045,2837.1234649751905
FDF26,OUT013,2552.3773661415407
FDE38,OUT045,2663.6424831251206
DRI11,OUT046,1904.4055237902305
FDQ60,OUT027,3400.205799351558
FDL21,OUT027,2180.5093266288504
DRC12,OUT027,4459.775919449625
FDC47,OUT046,3629.3312620662364
FDE57,OUT045,2220.4683783205555
FDT14,OUT045,1806.3969885890376
NCZ53,OUT046,3052.769742104798
FDE28,OUT018,3338.848400161375
FDR19,OUT035,2423.2539045733556
NCF54,OUT019,823.3853258010288
FDZ08,OUT046,1402.3263368259852
NCJ05,OUT018,2161.2247009249636
FDF59,OUT046,2178.9487605400845
NCO05,OUT035,1721.9998589165605
FDW24,OUT018,603.2468200968744
NCX42,OUT018,2363.3994755798167
NCA53,OUT035,916.877098287096
FDI45,OUT019,935.0398188188478
FDG46,OUT046,1915.8955065690523
FDM20,OUT010,1992.9712658325195
FDW11,OUT010,-891.6285506885065
FDX08,OUT035,2985.4118793552443
NCK17,OUT035,789.7633081074807
FDK32,OUT018,2193.713843786865
NCA42,OUT035,2630.297733693529
DRI01,OUT035,2791.9144070263646
NCL55,OUT049,4089.0346889362163
DRE25,OUT018,1199.2316538189912
FDD14,OUT017,3079.5915667096924
FDB10,OUT046,3773.9931341998345
DRN11,OUT035,2407.489300961299
FDP38,OUT018,639.052662779733
NCA30,OUT017,3094.358420149797
FDT15,OUT017,3153.6611486840375
NCP55,OUT018,677.8474836722364
FDF12,OUT035,2504.1145983599135
FDM21,OUT018,3761.2819484187294
FDX56,OUT035,3407.6300922608843
FDF10,OUT017,2490.467001963425
FDT32,OUT045,2999.9838715491906
FDM51,OUT018,1417.6730406041108
NCR50,OUT018,2157.6233132575103
FDI19,OUT049,3905.6131167346075
FDX21,OUT017,1912.6448741704633
FDR31,OUT035,2491.714014437136
FDY02,OUT013,4079.826305158792
NCA29,OUT045,2653.4429680874136
NCX17,OUT046,3656.825000499007
FDM12,OUT045,3024.0136307039575
FDI53,OUT027,3973.7675317732355
NCU30,OUT049,2677.046768432886
FDC56,OUT027,3390.4794893802073
FDK27,OUT018,1730.6816069445688
NCK18,OUT017,2807.8117296138907
FDB52,OUT019,2085.6769568956256
DRG25,OUT027,4409.1679013006615
FDZ13,OUT049,988.8111713052456
FDB57,OUT019,1704.7280212788974
FDR40,OUT046,1410.047375306218
NCO14,OUT019,-1171.4899216112635
NCN19,OUT045,2983.5266570805434
FDQ28,OUT019,556.1544236875015
FDO13,OUT018,2385.4921427298937
FDK48,OUT013,1338.1647067909612
FDU07,OUT018,2179.200134350548
FDW20,OUT046,2052.613161985217
FDV12,OUT010,-234.186334272026
FDH24,OUT013,2569.107581979146
FDV59,OUT049,3458.8468347227845
FDK57,OUT045,1879.4895735537923
FDL16,OUT027,2142.236603010356
NCQ17,OUT046,2486.7445396268986
FDJ15,OUT018,2626.499062091605
FDX24,OUT049,1640.5085108469095
FDT47,OUT046,1639.95141911108
FDT10,OUT049,1104.0132289944904
FDZ37,OUT018,1252.698796584765
FDW43,OUT027,5146.473426340892
DRN36,OUT017,1671.575654805434
FDJ14,OUT045,1352.3737720101901
FDA32,OUT013,3485.45967147829
FDJ38,OUT019,1198.1340156678966
FDQ57,OUT017,2548.1597147011416
NCQ41,OUT019,1178.630146194419
FDG56,OUT049,1106.7473759566908
DRC13,OUT027,3437.2963781276167
FDV55,OUT035,2426.617508840597
FDQ49,OUT045,2530.8758361866267
FDE29,OUT010,-968.6112544507014
FDR03,OUT013,3337.378916586177
FDD45,OUT049,1619.5805155015225
FDN38,OUT010,2127.395132581183
FDT56,OUT046,1036.7117030591548
FDT48,OUT045,3168.1061329007534
FDU03,OUT049,2961.0928506868986
FDC56,OUT010,12.018399888170336
NCO43,OUT027,3050.2607680674446
FDQ27,OUT017,1873.4200057467294
FDR03,OUT046,3366.1373516707035
DRH23,OUT010,-1038.5985823607314
FDG22,OUT045,640.5043195950245
NCJ42,OUT013,1661.6362471489308
FDR24,OUT046,1569.7512517230948
FDW60,OUT035,2993.9427147142324
FDJ08,OUT013,3035.4774329457014
DRL59,OUT018,622.3167824941747
FDG60,OUT010,1810.5406476698408
FDW27,OUT017,2731.8873797184997
FDX14,OUT018,891.6719350358071
FDC20,OUT013,983.5309423011113
NCS29,OUT018,3868.907555776187
FDJ56,OUT046,1647.5985147112071
FDB20,OUT019,-627.5583093152154
FDL28,OUT027,5061.9513515232675
FDW01,OUT018,2188.801838577371
FDL03,OUT046,3223.5243122869742
FDX22,OUT049,3440.051666773942
FDJ21,OUT035,2453.915892064726
FDR31,OUT045,2372.2401776055367
FDG21,OUT035,2727.141646873679
FDS22,OUT027,2225.9067266607344
FDK08,OUT035,1746.9180594134948
FDE17,OUT018,2131.689193694856
NCN30,OUT017,1696.2211614191845
FDT50,OUT046,1555.9120057067382
NCX42,OUT049,2665.6371561817205
FDJ12,OUT035,3474.868212154136
NCA18,OUT027,3303.7839955856653
FDP23,OUT019,1515.2789232360071
FDX12,OUT013,3907.830460125396
FDN40,OUT018,2124.925754675661
FDV48,OUT035,1449.0775597066693
NCY54,OUT013,2678.3784712866764
FDL16,OUT010,-1215.3987070041637
FDR45,OUT018,3536.311865316404
FDJ52,OUT046,2596.4272792299316
DRG01,OUT017,1387.9313355587974
FDP52,OUT013,3654.4980609052936
FDU58,OUT017,3191.091347154883
FDL02,OUT045,1705.7264743938629
FDG28,OUT013,3877.684273077388
FDA19,OUT035,2197.6289161270215
FDW46,OUT027,2578.8677772326355
NCD43,OUT049,1718.116536675349
DRG39,OUT013,799.1670863907731
NCF55,OUT049,668.2160156315542
FDJ07,OUT046,1975.596958198406
FDE08,OUT046,2453.652185200567
FDP56,OUT019,-1050.5135231630682
FDT45,OUT045,839.7907967819518
FDF17,OUT018,2798.411867757737
FDX44,OUT046,1500.2297037741566
FDM28,OUT027,4276.184515740135
FDI36,OUT049,3267.9610579482114
FDS07,OUT045,1807.9026391537466
FDD36,OUT045,1884.6306091539857
FDW11,OUT046,1020.7554065773157
FDN40,OUT049,2492.540046533737
NCQ18,OUT049,1580.9755606930746
NCQ54,OUT017,2795.1262904093683
NCS42,OUT045,1401.1254738570467
DRH39,OUT010,-766.7161314276204
FDC09,OUT027,3189.5587391291474
FDT08,OUT010,542.5137349739896
FDC08,OUT035,3733.5528391131975
FDT20,OUT017,840.983876854307
FDS35,OUT035,1118.75666495322
FDX58,OUT018,2629.6734280828605
FDW58,OUT046,1766.9535605352794
DRD27,OUT046,1574.9504503882365
FDH32,OUT019,-323.5922321523658
FDS26,OUT035,4141.502491804693
FDQ31,OUT046,1522.307276223151
FDP11,OUT018,3162.058401917385
FDD58,OUT017,1790.0392971225058
FDM33,OUT045,3395.7873169683544
FDZ16,OUT049,3123.5301095254727
NCS29,OUT010,2269.7516304687206
NCM18,OUT019,-967.5263079139415
FDP11,OUT049,3501.6699427816047
NCC42,OUT017,2412.595105282132
DRM23,OUT046,2774.2185996183052
NCN55,OUT027,5223.305769070107
FDK46,OUT013,4102.978964653153
FDR01,OUT046,3291.0050742891153
NCA05,OUT045,2328.60174352402
NCP43,OUT017,2992.89829287074
FDR12,OUT010,903.9772321595531
FDQ01,OUT013,4096.882897646324
FDM13,OUT046,2184.5741109200785
FDQ19,OUT017,4086.6080133235355
FDK56,OUT019,1017.0609978416055
NCX06,OUT010,998.1733911878437
FDO56,OUT027,3418.272312471251
FDU45,OUT045,1804.6057600771317
FDI16,OUT019,-1048.5315009020303
FDL32,OUT046,1888.719164227476
FDA07,OUT046,2097.357244189604
FDA14,OUT045,2204.608628611595
FDV46,OUT027,3708.6537045055393
NCO07,OUT035,3489.4976957069875
NCP41,OUT046,1742.6136519304139
FDY60,OUT018,2071.9551112000727
FDN38,OUT017,4213.319795417573
FDO15,OUT046,1326.2957211572377
FDT60,OUT013,2004.7605250050883
FDA55,OUT035,3702.0633984712294
FDE02,OUT010,-336.72828158700895
DRJ39,OUT049,3473.513878996697
FDV34,OUT035,1384.6575400657462
FDS20,OUT027,4399.092468743905
FDF02,OUT027,3143.2923222899253
FDW40,OUT017,2438.0955424466556
NCB43,OUT046,2949.8267405863126
FDR58,OUT017,1664.0505314284494
DRJ59,OUT035,821.1633759717685
NCD30,OUT017,1736.0977335049827
FDE14,OUT017,1843.17825613617
FDC28,OUT018,1437.1950648465536
FDU16,OUT018,1082.9409907775441
NCD19,OUT035,1023.657373599125
FDU21,OUT046,696.2488990575862
FDV59,OUT027,4864.753927305654
FDU03,OUT045,2898.715649308834
FDC33,OUT010,1356.2409024824424
NCR42,OUT035,686.5048859590236
DRH59,OUT035,1355.8172915997618
NCM31,OUT035,2403.996218296981
FDS50,OUT035,3530.250690523575
FDP39,OUT046,927.4301068628779
FDQ55,OUT013,1961.0823766872816
FDV36,OUT019,138.64596098129664
FDI05,OUT027,2678.046766351921
FDS45,OUT027,3228.311841775263
FDA39,OUT045,649.3272421938163
FDC37,OUT010,-100.15299330308136
FDJ60,OUT027,4162.161331307267
DRQ35,OUT046,2042.2585704824774
NCJ06,OUT046,1933.513036701032
NCY42,OUT018,2025.620100367324
DRM37,OUT049,3152.634836675831
FDR14,OUT045,690.664120551668
FDE51,OUT049,756.1011594080915
FDT33,OUT017,2876.8412715581653
FDR08,OUT013,1847.058341925279
FDE36,OUT010,794.1737479819678
FDL22,OUT019,-428.05845674643183
FDR44,OUT013,2170.2059151491885
FDI56,OUT019,-461.04593985949055
FDE47,OUT010,252.50164057847593
FDV27,OUT010,-372.742817827856
FDV10,OUT049,818.6526448699177
FDC40,OUT045,1168.991055254629
NCX41,OUT013,3341.518157327382
NCQ38,OUT027,3151.5824995062303
FDV12,OUT027,3138.448663147703
FDE52,OUT017,1562.7906410407459
FDG20,OUT027,4291.013303558245
FDV16,OUT027,2030.4605208187525
FDI32,OUT017,1979.1426625964693
FDJ32,OUT049,1131.4121994829134
FDN39,OUT018,2456.7055455032787
FDY34,OUT017,2891.5383805275105
FDC14,OUT035,892.5043737158487
FDA55,OUT017,3773.588003324765
FDZ50,OUT010,936.9697494411053
DRG13,OUT049,2652.13640505706
FDP01,OUT013,2507.6555664347898
NCG54,OUT017,2874.863670268901
FDM13,OUT045,2102.1077541470804
NCO18,OUT027,4268.636734398464
NCW41,OUT013,2498.634033321563
FDM52,OUT027,3789.396003167092
NCF55,OUT035,697.9348498975032
FDT09,OUT046,2200.6362514131274
NCM19,OUT035,1882.2039174762688
FDW12,OUT018,2163.2615805834216
FDP15,OUT019,2129.4161075817083
FDK36,OUT045,820.2159368214441
FDZ25,OUT035,2925.1969459376905
NCW06,OUT049,3096.911307477755
FDW60,OUT046,2970.920429724547
DRC49,OUT013,2293.388657459455
NCT17,OUT035,3104.8871175999975
NCN06,OUT018,2296.934715072678
FDC45,OUT013,2717.5023774984174
DRJ47,OUT019,840.9956564551364
NCF06,OUT045,4020.6551015080695
FDE21,OUT010,36.638977767741665
DRG27,OUT013,610.3913093153856
FDW40,OUT049,2307.360284958487
NCO53,OUT046,2914.92692903891
FDE23,OUT049,949.8215314184673
FDQ16,OUT046,1754.0176449100393
FDS26,OUT045,3941.145336599702
FDZ13,OUT010,-1048.3534600296691
FDS14,OUT049,2482.3163565185123
FDC10,OUT045,1898.734128877062
FDY16,OUT049,3013.1132086622265
FDJ20,OUT035,2146.7008685516093
FDV43,OUT035,836.4380418969538
FDZ32,OUT027,3220.438150320235
FDR23,OUT046,2782.6305158579207
FDN24,OUT035,995.600357436423
FDE34,OUT027,4344.780442504747
FDU31,OUT013,3537.667719368892
FDW33,OUT018,1449.5412353418496
FDU26,OUT046,1877.091242170526
FDE20,OUT027,4224.017524709475
NCW05,OUT035,1751.1330724596949
FDB22,OUT018,2179.5535318697544
FDO56,OUT046,1974.2120196168078
FDA19,OUT027,3550.7933897324465
DRI39,OUT045,778.7465601931898
FDH52,OUT018,727.6194213734987
FDZ50,OUT035,2948.2634789203958
NCN42,OUT035,2428.105644558712
FDB53,OUT013,2318.8441943401954
DRG11,OUT017,1946.023057054111
DRK11,OUT027,3861.800775228984
FDQ60,OUT017,2188.8247998271972
FDT36,OUT017,771.8719228463204
DRG25,OUT018,2641.743541902216
DRJ23,OUT046,3081.8410183835786
FDG05,OUT035,2615.253040045436
NCK06,OUT018,1665.1668951202082
FDU52,OUT017,2603.6035535193887
FDW07,OUT018,1168.992855892656
NCM17,OUT045,691.7889969424193
FDA22,OUT045,2732.4995711956244
NCA41,OUT018,2790.3247492867386
FDF38,OUT035,907.8616409352278
FDH52,OUT046,1078.5810742353722
FDY58,OUT019,1686.1099033237674
FDZ16,OUT045,3004.231912520416
NCM18,OUT017,1146.640247887513
FDA22,OUT018,2477.952984329848
NCJ43,OUT035,2893.791000987113
FDI34,OUT027,5126.764068077151
FDG56,OUT046,1102.588201162942
FDS34,OUT046,1925.229981177213
DRC01,OUT035,962.6352894487828
FDQ04,OUT035,741.5361633000789
FDK04,OUT035,1040.7948133901934
FDT51,OUT049,1901.1552875011382
FDV26,OUT017,3213.25098879126
FDS04,OUT049,2291.8524681733875
FDW43,OUT018,3389.0529810392272
FDQ28,OUT010,562.681085002562
NCK06,OUT017,2110.7257195109796
FDS23,OUT018,1761.2072936798656
FDZ36,OUT019,1129.8804036128877
FDE56,OUT018,762.4467431820576
FDW10,OUT027,4259.283062245457
NCN14,OUT045,2865.7893537465307
NCQ18,OUT045,1472.5653926137504
FDW08,OUT017,1929.8593028981352
FDU43,OUT035,3887.2222975257064
FDR33,OUT010,-110.42758551824471
FDM24,OUT010,579.3431685401786
NCZ05,OUT046,1693.800954342985
NCV41,OUT035,1909.732566194895
FDV11,OUT018,2490.7114338845468
NCY05,OUT035,722.7213246497731
FDV44,OUT018,2785.346632126214
FDW32,OUT049,1470.4688076577334
NCU18,OUT027,3701.9105008165297
NCC43,OUT035,4071.2392006240625
FDW19,OUT013,1863.19311825284
FDN31,OUT035,3162.230266310602
FDI48,OUT045,863.7947971546208
FDS24,OUT017,1680.377277858476
FDF46,OUT049,1952.8080249157674
DRG23,OUT017,2606.6736206051364
FDG14,OUT018,2222.3865282694455
NCY30,OUT049,2881.617362287885
FDO28,OUT018,1679.7031048617014
DRD24,OUT035,2345.274133580455
FDI33,OUT049,1534.9069324697896
FDN32,OUT046,3019.8803622846654
FDR16,OUT045,3313.0705625486135
FDF26,OUT046,2588.9835393609437
NCN29,OUT018,540.895678426445
FDE20,OUT045,2708.254040129691
FDA46,OUT046,3080.684414537792
FDU28,OUT045,2909.3097260294735
FDQ48,OUT045,1628.2163881753083
FDV36,OUT013,2111.62412284743
FDR14,OUT018,478.03057696154065
FDP23,OUT017,3588.9783734949024
FDP56,OUT013,902.026049076308
FDK48,OUT010,-590.6031891353773
FDR48,OUT046,2482.634446125281
NCY29,OUT049,990.9811597093105
FDM22,OUT018,656.3703605341952
DRJ01,OUT013,2551.4368079360347
FDZ43,OUT045,3866.4636675714173
FDV03,OUT035,2571.710967580728
FDX11,OUT027,4384.640231159833
NCA41,OUT027,4517.714963785199
FDE38,OUT017,2891.979385925485
FDI27,OUT018,448.830971647184
FDN32,OUT013,2955.2779747344657
NCN43,OUT017,2128.83516198326
FDB47,OUT027,4737.403192492575
FDV03,OUT017,2651.0073116616577
NCN30,OUT045,1512.9373496307296
NCV54,OUT010,30.695511176889624
FDV07,OUT013,1820.6166776373382
FDP07,OUT049,3208.5029712694404
FDK48,OUT018,972.7431543103005
FDM15,OUT019,547.4557499856237
FDY19,OUT027,3368.4070274580145
FDK46,OUT046,4155.131859952856
FDY11,OUT045,1123.0829805716305
FDH09,OUT046,1129.5815394288475
FDO08,OUT027,4142.2866201232255
FDU14,OUT013,3885.3758612442334
FDD22,OUT027,3260.8237144780724
FDM27,OUT017,2684.704969806252
FDL02,OUT027,3230.4647790360004
NCA17,OUT035,2450.733724250027
FDE38,OUT019,770.4356499486337
NCG07,OUT049,3028.097496688807
DRC27,OUT013,3831.7235648695714
FDA27,OUT035,4079.9835777645494
FDW40,OUT045,2198.9553011165544
DRI11,OUT013,1903.5564722791605
FDN50,OUT046,1665.2268161145096
FDR12,OUT046,2841.6492372859866
FDT34,OUT027,3103.662772001321
FDW11,OUT035,1095.0889277619185
NCO30,OUT027,4349.507795813794
FDZ34,OUT017,3356.374055198963
FDU45,OUT017,2029.8451102224037
NCD42,OUT035,736.1129571646061
